Home Team,Away Team,Reason,Score,URL,UTC Time
"{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}","{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}",FT,3 - 1,/match/840136/matchfacts/liverpool-vs-manchester-united,2011-03-06T12:30:00.000Z
"{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}","{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}",FT,3 - 3,/match/840140/matchfacts/wolverhampton-wanderers-vs-tottenham-hotspur,2011-03-06T15:00:00.000Z
"{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}","{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}",FT,1 - 3,/match/840144/matchfacts/blackpool-vs-chelsea,2011-03-07T19:00:00.000Z
"{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}","{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}",FT,1 - 1,/match/839997/matchfacts/everton-vs-birmingham-city,2011-03-09T19:00:00.000Z
"{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}","{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}",FT,0 - 0,/match/840147/matchfacts/tottenham-hotspur-vs-west-ham-united,2011-03-19T11:45:00.000Z
"{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}","{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}",FT,0 - 1,/match/840148/matchfacts/aston-villa-vs-wolverhampton-wanderers,2011-03-19T14:00:00.000Z
"{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}","{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}",FT,2 - 2,/match/840150/matchfacts/blackburn-rovers-vs-blackpool,2011-03-19T14:00:00.000Z
"{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}","{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}",FT,1 - 0,/match/840145/matchfacts/manchester-united-vs-bolton-wanderers,2011-03-19T14:00:00.000Z
"{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}","{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}",FT,4 - 0,/match/840152/matchfacts/stoke-city-vs-newcastle-united,2011-03-19T14:00:00.000Z
"{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}","{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}",FT,2 - 2,/match/840151/matchfacts/west-bromwich-albion-vs-arsenal,2011-03-19T14:00:00.000Z
"{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}","{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}",FT,2 - 1,/match/840153/matchfacts/wigan-athletic-vs-birmingham-city,2011-03-19T14:00:00.000Z
"{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}","{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}",FT,2 - 1,/match/840149/matchfacts/everton-vs-fulham,2011-03-19T16:30:00.000Z
"{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}","{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}",FT,0 - 2,/match/840146/matchfacts/sunderland-vs-liverpool,2011-03-20T12:30:00.000Z
"{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}","{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}",FT,2 - 0,/match/840154/matchfacts/chelsea-vs-manchester-city,2011-03-20T15:00:00.000Z
"{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}","{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}",FT,2 - 4,/match/840156/matchfacts/west-ham-united-vs-manchester-united,2011-04-02T09:45:00.000Z
"{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}","{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}",FT,2 - 1,/match/840161/matchfacts/birmingham-city-vs-bolton-wanderers,2011-04-02T12:00:00.000Z
"{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}","{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}",FT,2 - 2,/match/840157/matchfacts/everton-vs-aston-villa,2011-04-02T12:00:00.000Z
"{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}","{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}",FT,4 - 1,/match/840158/matchfacts/newcastle-united-vs-wolverhampton-wanderers,2011-04-02T12:00:00.000Z
"{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}","{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}",FT,1 - 1,/match/840163/matchfacts/stoke-city-vs-chelsea,2011-04-02T12:00:00.000Z
"{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}","{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}",FT,2 - 1,/match/840162/matchfacts/west-bromwich-albion-vs-liverpool,2011-04-02T12:00:00.000Z
"{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}","{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}",FT,0 - 0,/match/840164/matchfacts/wigan-athletic-vs-tottenham-hotspur,2011-04-02T12:00:00.000Z
"{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}","{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}",FT,0 - 0,/match/840155/matchfacts/arsenal-vs-blackburn-rovers,2011-04-02T14:30:00.000Z
"{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}","{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}",FT,3 - 0,/match/840160/matchfacts/fulham-vs-blackpool,2011-04-03T10:30:00.000Z
"{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}","{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}",FT,5 - 0,/match/840159/matchfacts/manchester-city-vs-sunderland,2011-04-03T13:00:00.000Z
"{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}","{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}",FT,0 - 3,/match/840170/matchfacts/wolverhampton-wanderers-vs-everton,2011-04-09T09:45:00.000Z
"{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}","{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}",FT,1 - 1,/match/840171/matchfacts/blackburn-rovers-vs-birmingham-city,2011-04-09T12:00:00.000Z
"{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}","{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}",FT,3 - 0,/match/840172/matchfacts/bolton-wanderers-vs-west-ham-united,2011-04-09T12:00:00.000Z
"{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}","{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}",FT,1 - 0,/match/840174/matchfacts/chelsea-vs-wigan-athletic,2011-04-09T12:00:00.000Z
"{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}","{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}",FT,2 - 0,/match/840165/matchfacts/manchester-united-vs-fulham,2011-04-09T12:00:00.000Z
"{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}","{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}",FT,2 - 3,/match/840167/matchfacts/sunderland-vs-west-bromwich-albion,2011-04-09T12:00:00.000Z
"{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}","{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}",FT,3 - 2,/match/840168/matchfacts/tottenham-hotspur-vs-stoke-city,2011-04-09T12:00:00.000Z
"{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}","{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}",FT,1 - 3,/match/840173/matchfacts/blackpool-vs-arsenal,2011-04-10T10:30:00.000Z
"{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}","{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}",FT,1 - 0,/match/840169/matchfacts/aston-villa-vs-newcastle-united,2011-04-10T13:00:00.000Z
"{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}","{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}",FT,3 - 0,/match/840166/matchfacts/liverpool-vs-manchester-city,2011-04-11T17:00:00.000Z
"{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}","{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}",FT,2 - 0,/match/840181/matchfacts/birmingham-city-vs-sunderland,2011-04-16T12:00:00.000Z
"{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}","{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}",FT,1 - 3,/match/839798/matchfacts/blackpool-vs-wigan-athletic,2011-04-16T12:00:00.000Z
"{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}","{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}",FT,2 - 0,/match/840177/matchfacts/everton-vs-blackburn-rovers,2011-04-16T12:00:00.000Z
"{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}","{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}",FT,1 - 3,/match/840182/matchfacts/west-bromwich-albion-vs-chelsea,2011-04-16T12:00:00.000Z
"{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}","{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}",FT,1 - 2,/match/840176/matchfacts/west-ham-united-vs-aston-villa,2011-04-16T12:00:00.000Z
"{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}","{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}",FT,1 - 1,/match/840175/matchfacts/arsenal-vs-liverpool,2011-04-17T13:00:00.000Z
"{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}","{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}",FT,0 - 0,/match/840178/matchfacts/newcastle-united-vs-manchester-united,2011-04-19T16:45:00.000Z
"{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}","{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}",FT,3 - 1,/match/840134/matchfacts/chelsea-vs-birmingham-city,2011-04-20T16:45:00.000Z
"{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}","{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}",FT,3 - 3,/match/840125/matchfacts/tottenham-hotspur-vs-arsenal,2011-04-20T16:45:00.000Z
"{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}","{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}",FT,1 - 0,/match/840185/matchfacts/manchester-united-vs-everton,2011-04-23T09:45:00.000Z
"{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}","{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}",FT,1 - 1,/match/840189/matchfacts/aston-villa-vs-stoke-city,2011-04-23T12:00:00.000Z
"{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}","{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}",FT,1 - 1,/match/840193/matchfacts/blackpool-vs-newcastle-united,2011-04-23T12:00:00.000Z
"{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}","{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}",FT,5 - 0,/match/840186/matchfacts/liverpool-vs-birmingham-city,2011-04-23T12:00:00.000Z
"{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}","{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}",FT,4 - 2,/match/840187/matchfacts/sunderland-vs-wigan-athletic,2011-04-23T12:00:00.000Z
"{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}","{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}",FT,2 - 2,/match/840188/matchfacts/tottenham-hotspur-vs-west-bromwich-albion,2011-04-23T12:00:00.000Z
"{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}","{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}",FT,1 - 1,/match/840190/matchfacts/wolverhampton-wanderers-vs-fulham,2011-04-23T12:00:00.000Z
"{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}","{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}",FT,3 - 0,/match/840194/matchfacts/chelsea-vs-west-ham-united,2011-04-23T14:30:00.000Z
"{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}","{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}",FT,2 - 1,/match/840192/matchfacts/bolton-wanderers-vs-arsenal,2011-04-24T13:00:00.000Z
"{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}","{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}",FT,0 - 1,/match/840191/matchfacts/blackburn-rovers-vs-manchester-city,2011-04-25T17:00:00.000Z
"{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}","{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}",FT,3 - 0,/match/840183/matchfacts/stoke-city-vs-wolverhampton-wanderers,2011-04-26T16:45:00.000Z
"{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}","{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}",FT,3 - 0,/match/840180/matchfacts/fulham-vs-bolton-wanderers,2011-04-27T17:00:00.000Z
"{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}","{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}",FT,1 - 0,/match/840199/matchfacts/blackburn-rovers-vs-bolton-wanderers,2011-04-30T12:00:00.000Z
"{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}","{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}",FT,0 - 0,/match/840202/matchfacts/blackpool-vs-stoke-city,2011-04-30T12:00:00.000Z
"{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}","{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}",FT,0 - 3,/match/840197/matchfacts/sunderland-vs-fulham,2011-04-30T12:00:00.000Z
"{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}","{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}",FT,2 - 1,/match/840201/matchfacts/west-bromwich-albion-vs-aston-villa,2011-04-30T12:00:00.000Z
"{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}","{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}",FT,1 - 1,/match/840203/matchfacts/wigan-athletic-vs-everton,2011-04-30T12:00:00.000Z
"{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}","{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}",FT,2 - 1,/match/840204/matchfacts/chelsea-vs-tottenham-hotspur,2011-04-30T14:30:00.000Z
"{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}","{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}",FT,1 - 1,/match/840200/matchfacts/birmingham-city-vs-wolverhampton-wanderers,2011-05-01T09:00:00.000Z
"{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}","{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}",FT,3 - 0,/match/840196/matchfacts/liverpool-vs-newcastle-united,2011-05-01T09:00:00.000Z
"{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}","{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}",FT,1 - 0,/match/840195/matchfacts/arsenal-vs-manchester-united,2011-05-01T11:05:00.000Z
"{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}","{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}",FT,2 - 1,/match/840198/matchfacts/manchester-city-vs-west-ham-united,2011-05-01T13:10:00.000Z
"{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}","{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}",FT,1 - 1,/match/840208/matchfacts/aston-villa-vs-wigan-athletic,2011-05-07T12:00:00.000Z
"{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}","{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}",FT,1 - 2,/match/840213/matchfacts/bolton-wanderers-vs-sunderland,2011-05-07T12:00:00.000Z
"{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}","{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}",FT,2 - 1,/match/840209/matchfacts/everton-vs-manchester-city,2011-05-07T12:00:00.000Z
"{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}","{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}",FT,2 - 1,/match/840210/matchfacts/newcastle-united-vs-birmingham-city,2011-05-07T12:00:00.000Z
"{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}","{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}",FT,1 - 1,/match/840207/matchfacts/west-ham-united-vs-blackburn-rovers,2011-05-07T12:00:00.000Z
"{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}","{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}",FT,1 - 1,/match/840206/matchfacts/tottenham-hotspur-vs-blackpool,2011-05-07T14:30:00.000Z
"{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}","{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}",FT,3 - 1,/match/840211/matchfacts/wolverhampton-wanderers-vs-west-bromwich-albion,2011-05-08T09:00:00.000Z
"{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}","{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}",FT,3 - 1,/match/840214/matchfacts/stoke-city-vs-arsenal,2011-05-08T11:05:00.000Z
"{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}","{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}",FT,2 - 1,/match/840205/matchfacts/manchester-united-vs-chelsea,2011-05-08T13:10:00.000Z
"{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}","{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}",FT,2 - 5,/match/840212/matchfacts/fulham-vs-liverpool,2011-05-09T17:00:00.000Z
"{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}","{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}",FT,1 - 0,/match/840179/matchfacts/manchester-city-vs-tottenham-hotspur,2011-05-10T16:45:00.000Z
"{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}","{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}",FT,1 - 1,/match/840219/matchfacts/blackburn-rovers-vs-manchester-united,2011-05-14T09:45:00.000Z
"{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}","{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}",FT,4 - 3,/match/840222/matchfacts/blackpool-vs-bolton-wanderers,2011-05-14T09:45:00.000Z
"{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}","{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}",FT,1 - 3,/match/840217/matchfacts/sunderland-vs-wolverhampton-wanderers,2011-05-14T09:45:00.000Z
"{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}","{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}",FT,1 - 0,/match/840221/matchfacts/west-bromwich-albion-vs-everton,2011-05-14T09:45:00.000Z
"{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}","{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}",FT,2 - 2,/match/840224/matchfacts/chelsea-vs-newcastle-united,2011-05-15T10:30:00.000Z
"{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}","{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}",FT,1 - 2,/match/840215/matchfacts/arsenal-vs-aston-villa,2011-05-15T13:00:00.000Z
"{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}","{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}",FT,0 - 2,/match/840220/matchfacts/birmingham-city-vs-fulham,2011-05-15T13:00:00.000Z
"{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}","{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}",FT,0 - 2,/match/840216/matchfacts/liverpool-vs-tottenham-hotspur,2011-05-15T13:00:00.000Z
"{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}","{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}",FT,3 - 2,/match/840223/matchfacts/wigan-athletic-vs-west-ham-united,2011-05-15T13:00:00.000Z
"{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}","{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}",FT,3 - 0,/match/840218/matchfacts/manchester-city-vs-stoke-city,2011-05-17T16:45:00.000Z
"{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}","{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}",FT,1 - 0,/match/840228/matchfacts/aston-villa-vs-liverpool,2011-05-22T13:00:00.000Z
"{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}","{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}",FT,0 - 2,/match/840233/matchfacts/bolton-wanderers-vs-manchester-city,2011-05-22T13:00:00.000Z
"{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}","{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}",FT,1 - 0,/match/840229/matchfacts/everton-vs-chelsea,2011-05-22T13:00:00.000Z
"{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}","{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}",FT,2 - 2,/match/840232/matchfacts/fulham-vs-arsenal,2011-05-22T13:00:00.000Z
"{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}","{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}",FT,4 - 2,/match/840225/matchfacts/manchester-united-vs-blackpool,2011-05-22T13:00:00.000Z
"{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}","{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}",FT,3 - 3,/match/840230/matchfacts/newcastle-united-vs-west-bromwich-albion,2011-05-22T13:00:00.000Z
"{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}","{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}",FT,0 - 1,/match/840234/matchfacts/stoke-city-vs-wigan-athletic,2011-05-22T13:00:00.000Z
"{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}","{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}",FT,2 - 1,/match/840226/matchfacts/tottenham-hotspur-vs-birmingham-city,2011-05-22T13:00:00.000Z
"{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}","{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}",FT,0 - 3,/match/840227/matchfacts/west-ham-united-vs-sunderland,2011-05-22T13:00:00.000Z
"{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}","{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}",FT,2 - 3,/match/840231/matchfacts/wolverhampton-wanderers-vs-blackburn-rovers,2011-05-22T13:00:00.000Z
